4.76,4.8,2020-12-10 15:55:07
4.78,4.8,2020-12-10 16:09:59
4.78,4.78,2020-12-10 16:39:07
4.8,4.8,2020-12-10 17:09:59
4.8,4.78,2020-12-10 17:19:59
4.78,4.78,2020-12-10 17:29:59
4.78,4.76,2020-12-10 17:39:59
4.8,4.8,2020-12-10 17:57:03
4.78,4.78,2020-12-10 18:09:59
4.76,4.76,2020-12-10 18:19:59
4.78,4.78,2020-12-10 18:29:59
4.76,4.76,2020-12-10 18:39:59
4.76,4.76,2020-12-10 18:46:04
4.76,4.8,2020-12-11 10:09:59
4.8,4.8,2020-12-11 10:19:59
4.76,4.8,2020-12-11 10:29:59
4.76,4.76,2020-12-11 10:39:59
4.76,4.76,2020-12-11 10:44:12
4.76,4.76,2020-12-11 11:19:59
4.76,4.76,2020-12-11 11:29:59
4.76,4.74,2020-12-11 11:39:59
4.76,4.76,2020-12-11 11:49:59
4.74,4.74,2020-12-11 11:57:07
4.74,4.74,2020-12-11 12:09:59
4.74,4.74,2020-12-11 12:19:59
4.76,4.76,2020-12-11 12:39:59
4.76,4.76,2020-12-11 12:49:59
4.76,4.76,2020-12-11 13:09:59
4.76,4.76,2020-12-11 13:19:59
4.76,4.76,2020-12-11 13:29:59
4.76,4.76,2020-12-11 13:32:18
4.74,4.74,2020-12-11 14:29:59
4.76,4.76,2020-12-11 14:39:59
4.76,4.76,2020-12-11 14:49:59
4.76,4.76,2020-12-11 14:54:07
4.76,4.76,2020-12-11 15:09:59
4.76,4.84,2020-12-11 15:19:59
4.82,4.86,2020-12-11 15:29:59
4.84,5.06,2020-12-11 15:39:59
5.1,5.02,2020-12-11 15:49:59
5.04,5.04,2020-12-11 15:59:59
5.08,5.08,2020-12-11 16:09:59
5.06,5.04,2020-12-11 16:19:59
5.04,4.98,2020-12-11 16:29:59
5.02,5.06,2020-12-11 16:39:59
5.04,5.04,2020-12-11 16:49:59
5.02,5.04,2020-12-11 16:59:04
5.04,5.44,2020-12-11 17:09:59
